"","stopid","displaystopid","shortname","fullname","shortnamelocalized","fullnamelocalized"
"4935","102691","102691","Cross of Brockagh","Cross of Brockagh (Dag Wells)","Crois na Brocaí",""
"4936","102701","102701","Coill Dubh","Coill Dubh (Housing Estate)","Coill Dubh",""
"4937","102711","102711","Allenwood","Allenwood (Opp Centra)","Coill Alain",""
"4938","102721","102721","Shee Bridge","Shee Bridge","Droichead Uí Shé",""
"4939","102731","102731","Lullymore Cross","Lullymore Cross","Crois Loilíoch Mór",""
"4940","102741","102741","Carbury Mushroom","Carbury Mushroom","Muisiriún Cadbury",""
"4941","102751","102751","Windmill Cross","Derrinturn (Windmill Cross)","",""
"4942","102761","102761","Opp Drenagh Pk","Derrinturn (Opp Drenagh Pk)","",""
"4943","102771","102771","Robertstown","Robertstown (Opp Post Office)","Baile Riobaird",""
"4944","102781","102781","Ashgrove","Derrinturn (Ashgrove)","",""
"4945","102801","102801","Opp Lawton & Foley","Edenderry (Opp Lawton & Foley)","",""
"4946","102811","102811","Opp Mangans","Edenderry (Opp Mangans)","",""
"4947","102821","102821","AIB","Edenderry (AIB)","",""
"4948","102831","102831","St Marys School","Edenderry (St Marys School)","",""
"4949","102841","102841","Opp Hoopers","Edenderry (Opp Hoopers)","",""
"4950","102851","102851","Cokery Lane","Edenderry (Jctn Cokery Lane)","",""
"4951","102861","102861","Ballybryan School","Ballybryan School","Scoil BhaileBhriain",""
"4952","102871","102871","Rhode (Opp Church)","Rhode (Opp Church)","Ród (Trs ón Séipl)",""
"4953","102891","102891","Daingean","Daingean (Church)","An Daingean",""
"4954","102901","102901","Tullamore (Tesco)","Tullamore (Tesco)","Tulach Mhór (Tesco)",""
"4955","102911","102911","Ballybryan School","Opp Ballybryan School","Scoil BhaileBhriain",""
"4956","102931","102931","Rathregan Court","Batterstown (Rathregan Court)","Cúirt Ráth Riagáin",""
"4957","102941","102941","Opp Dunsaney Lodge","Dunsany Lodge (Westbound)","Trs ó Lóst Dunsaney",""
"4958","102971","102971","Trim (Dublin Rd)","Trim (Dublin Rd Opp Friars Park)","B.Á.Troim (Br BÁC)",""
"4959","102981","102981","Trim (Lidl)","Trim (Lidl)","BaileÁ.Troim (Lidl)",""
"4960","102991","102991","Trim (Trim Fold)","Trim (Opp Trim Fold)","B.Á.Troim(TrimFold)",""
"4961","103001","103001","Milltown","Milltown (Opp Milltown Inn)","Baile an Mhuilinn",""
"4962","103021","103021","Athboy","Athboy (Opp Darnley Lodge)","Baile Átha Buí",""
"4963","103031","103031","Trim (Trim Fold)","Trim (Trim Fold)","B.Á.Troim(TrimFold)",""
"4964","103041","103041","Trim (Opp Lidl)","Trim (Opp Lidl)","Baile Átha Troim",""
"4965","103051","103051","Trim (Bypass)","Trim (Bypass)","B.Á.Troim(Seachbhr)",""
"4966","103061","103061","Trim (By Pass)","Trim (Opp Boyne Bridge By Pass)","",""
"4967","103071","103071","Opp Knightsbrook","Trim (Opp Knightsbrook)","Tras ó Knightbrook",""
"4968","103081","103081","Scurloughstown","Scurloughstown (Opp Jack Quinns)","Bl. an Scorlógaigh",""
"4969","103091","103091","Opp Kiltale Stores","Kiltale (Opp Stores)","Trs ó SiopaíC.Táile",""
"4970","103101","103101","Dunsaney Lodge","Dunsany Lodge (Eastbound)","Lóiste Dunsaney",""
"4971","103111","103111","Batterstown","Batterstown (Opp Rathregan Court)","Baile an Bhóthair",""
"4972","103121","103121","Batterstown","Batterstown (Opp Caffreys Pub)","Baile an Bhóthair",""
"4973","103131","103131","Kildalkey (Church)","Kildalkey (Church)","Cill Dealga (Séipl)",""
"4974","103141","103141","Kildalkey","Kildalkey (Opp Church)","Cill Dealga",""
"4975","103151","103151","Trim (Castle St)","Trim Castle St (Opp Trim Castle)","B.Á.Troim(Sr.Caisl)",""
"4976","103161","103161","Maynooth","Maynooth (Opp University)","Maigh Nuad",""
"4977","103171","103171","St Marys School","Edenderry (Opp St Marys School)","",""
"4978","103181","103181","Kilcock (Esso)","Kilcock (Esso)","",""
"4979","103191","103191","Opp High Road Gap","Edenderry (Opp High Rd Gap)","",""
"4980","103201","103201","Opp Newbury Cross","Opp Newbury Cross","Tras ó Chrs Newbury",""
"4981","103211","103211","Derrinturn (Church)","Derrinturn (Opp Church)","",""
"4982","103221","103221","Moyvalley","Moyvalley (Opp Entrance to Furys)","Maigh Bhealaigh",""
"4983","103231","103231","Lullymore Cross","Lullymore Cross (Eastbound)","Crois Loilíoch Mór",""
"4984","103241","103241","Clonard","Clonard (Opp Monastery Inn)","Cluain Ard",""
"4985","103251","103251","Moores Cottage","Moores Cottage (Opp School)","Iostáin an Mhúraigh",""
"4986","103261","103261","Corlstown","Coralstown (Opp Mary Lynch's Pub)","Baile an Choiréil",""
"4987","103271","103271","Imperial Tobacco","Mullingar (Opp Imperial Tobacco)","",""
"4988","103281","103281","Petitswood","Mullingar (Petiswood Manor)","",""
"4989","103291","103291","Library","Mullingar (Opp Prospect Estate)","",""
"4990","103301","103301","Mullingar","Mullingar (Prospect Estate)","An Muileann gCearr",""
"4991","103311","103311","Mullingar","Mullingar (Opp Pettiswood Manor)","An Muileann gCearr",""
"4992","103321","103321","Mullingar","Mullingar (Imperial Tobacco)","An Muileann gCearr",""
"4993","103331","103331","Coralstown","Coralstown (Mary Lynch's Pub)","",""
"4994","103341","103341","Coles Cross","Coles Cross (Eastbound)","Crois Coles",""
"4995","103351","103351","Clonard (Monastry)","Clonard (Monastery Inn)","Cluain Ard (Mainis)",""
"4996","103361","103361","Moyvalley","Moyvalley (Farrells Nursery)","Maigh Bhealaigh",""
"4997","103371","103371","Moyvalley","Moyvalley (Entrance to Fureys)","Maigh Bhealaigh",""
"4998","103381","103381","Enfield","Enfield (Main St SuperValu)","An Bóthar Buí",""
"4999","103391","103391","Cloncurry Cross","Cloncurry Cross (Eastbound)","Cr Chluain Chonaire",""
"5000","103401","103401","Kelleghers Cross","Kelleghers Cross (Eastbound)","Crs UíChéilleachair",""
"5001","103411","103411","Abbeyfields","Kilcock (Abbeyfields)","",""
"5002","103421","103421","The Square","Kilcock (The Square)","",""
"5003","103431","103431","Maynooth","Maynooth (University)","Maigh Nuad",""
"5004","103441","103441","Lucan","Lucan (Opp Spa Hotel)","Leamhcán",""
"5005","103451","103451","Liffey Valley","Liffey Valley (Opp Shopping Centre)","Gleann na Life",""
"5006","103511","103511","Enfield","Enfield (Train Station)","An Bóthar Buí",""
"5007","103521","103521","Enfield","Enfield (Train Station)","An Bóthar Buí",""
"5008","103671","103671","Killucan","Killucan (Top Shop)","Cill Liúcainne",""
"5009","103681","103681","Raharney","Raharney (Opp McHughs)","Ráth Fhearna",""
"5010","103691","103691","Ballivor","Ballivor (Opp Church)","Baile Íomhair",""
"5011","103701","103701","Rathmoylon","Rathmolyon (Village Inn)","Ráth Mhaoláin",""
"5012","103711","103711","Summerhill","Summerhill (Opp Watsons)","Cnoc an tSamhraidh",""
"5013","103751","103751","Kill (Opp Church)","Kill (Opp Church)","",""
"5014","103761","103761","Kill (Opp Behans)","Kill (Opp Behans)","",""
"5015","103771","103771","Kill (The Gables)","Kill (The Gables)","",""
"5016","103791","103791","Opp Storm Cinema","Naas (Opp Storm Cinema)","",""
"5017","103801","103801","Opp Roseville","Naas (Opp Roseville)","",""
"5018","103811","103811","Opp Cemetary","Naas (Opp Cemetery)","",""
"5019","103821","103821","Maxol","Naas (Maxol)","",""
"5020","103831","103831","Council Office","Naas (Council Offices)","",""
"5021","103841","103841","Jiggstown","Naas (Jiggstown)","",""
"5022","103851","103851","Lidl","Naas (Lidl)","",""
"5023","103861","103861","Bundle of Sticks","Naas (Bundle of Sticks)","",""
"5024","103871","103871","Toughers","Newbridge (Toughers)","",""
"5025","103881","103881","Willowbrook","Newbridge (Willowbrook Nursing Home)","",""
"5026","103891","103891","Wyeths","Newbridge (Wyeths)","",""
"5027","103901","103901","Newbridge (Church)","Newbridge (Church)","",""
"5028","103911","103911","Riverbank Theatre","Newbridge (Riverbank Theatre)","",""
"5029","103921","103921","Opp Ryans Bar","Newbridge (Opp Ryans Bar)","",""
"5030","103931","103931","Credit Union","Newbridge (Credit Union)","",""
"5031","103941","103941","Woodies","Newbridge (Woodies)","",""
"5032","103951","103951","Renville","Newbridge (Green Road Renville)","Renville",""
"5033","103961","103961","Bridgids Hospital","Curragh (Opp St Bridgids Hospital)","",""
"5034","103971","103971","Curragh Post Office","Curragh (Post Office)","",""
"5035","103981","103981","Opp Living Quarters","Curragh (Opp Living Quarters)","",""
"5036","104001","104001","Kildare","Kildare (Opp Boyles)","Cill Dara",""
"5037","104021","104021","Maxol","Kildare (Opp Maxol)","",""
"5038","104031","104031","Kildare","Kildare (Brownstown Rd)","Cill Dara",""
"5039","104041","104041","Maddenstown","Maddenstown (Opp Larkins)","Baile Uí Mhadaín",""
"5040","104061","104061","Living Quarters","Curragh (Living Quarters)","",""
"5041","104071","104071","Opp Post Office","Curragh (Opp Post Office)","",""
"5042","104081","104081","St Brigids Hospital","Curragh (St Brigids Hospital)","",""
"5043","104091","104091","Opp Renville","Newbridge (Green Rd Opp Renville)","",""
"5044","104101","104101","Opp DID","Newbridge (Opp DID)","",""
"5045","104111","104111","Ryans Bar","Newbridge (Ryans Bar)","",""
"5046","104121","104121","Opp Theatre","Newbridge (Opp Riverbank Theatre)","",""
"5047","104131","104131","Newbridge (Church)","Newbridge (Opp Church)","",""
"5048","104141","104141","Opp Wyeths","Newbridge (Opp Wyeths)","",""
"5049","104151","104151","Opp Willowbrook","Newbridge (Op Willowbrook Nursing Hme)","",""
"5050","104161","104161","Opp Toughers","Newbridge (Opp Toughers)","",""
"5051","104181","104181","Sheehy Motors","Naas (Sheehy Motors)","",""
"5052","104191","104191","Fire Station","Naas (Fire Station)","",""
"5053","104201","104201","The Square","Naas (The Square)","",""
"5054","104211","104211","Opp Maxol","Naas (Opp Maxol)","",""
"5055","104221","104221","Cemetary","Naas (Cemetery)","",""
"5056","104231","104231","Roseville","Naas (Roseville)","",""
"5057","104241","104241","Storm Cinema","Naas (Storm Cinema)","",""
"5058","104251","104251","Johnstown","Johnstown (Opp Centra)","Baile Eoin",""
"5059","104261","104261","Kill Opp The Gables","Kill (Opp The Gables)","",""
"5060","104271","104271","Kill (Behans)","Kill (Behans)","",""
"5061","104281","104281","Kill (Church)","Kill (Church)","",""
"5062","104291","104291","Castlewarden","Castlewarden (Opp Turf Bog Lane)","Caisleán Bhairnín",""
"5063","104301","104301","Rathcoole","Rathcoole (Slip Rd)","Ráth Cúil",""
"5064","104311","104311","Opp Shee Bridge","Opposite Shee Bridge","Trasna ó Dhr Uí Shé",""
"5065","104321","104321","Balrothery","Balrothery (Balrothery Inn)","Baile an Ridire",""
"5066","104331","104331","Whitehall","Whitehall (Church Collins Ave)","An Halla Bán",""
"5067","104351","104351","Whitehall","Whitehall (Jctn Griffith Avenue)","An Halla Bán",""
"5068","104361","104361","Firmount Cross","Clane (Firmount Cross Eastbound)","",""
"5069","104381","104381","Richardstown Cross","Richardstown Cross Eastbound","X Bhaile Risteaird",""
"5070","104421","104421","Edgeworthstown","Edgeworthstown (Pound St Eastbound)","Meathas Troim",""
"5071","104431","104431","Rathowen","Rathowen (Opp Garda Station)","Ráth Eoghain",""
"5072","104441","104441","Ballinalack","Ballinalack (Opp Mulligans)","Béal Átha na Leac",""
"5073","104471","104471","Mullingar","Mullingar (Opp Hospital)","An Muileann gCearr",""
"5074","104481","104481","Longwood (Opp Spar)","Longwood (Opp Spar)","Mg. Dearmhaí (Spar)",""
"5075","104491","104491","Phibsboro","Phibsboro (St. Peters Church)","Baile Phib",""
"5076","104501","104501","Opp Half Way House","Dublin (Opp Half Way House)","",""
"5077","104511","104511","Dunboyne","Dunboyne (Opp School)","Dún Búinne",""
"5078","104521","104521","Tara Cross","Tara Cross","Crois Theamhair",""
"5079","104541","104541","Dunboyne","Dunboyne (School)","Dún Búinne",""
"5080","104551","104551","Greens Cross","Greens Cross (The Cobbs Eastbound)","Crois an Ghraoinigh",""
"5081","104561","104561","Blanchardstown Slip","Blanchardstown SC (Slip Rd Eastbound)","Slios BhaileBhlains",""
"5082","104581","104581","Eastbound","Barberstown Cross (Eastbound)","",""
"5083","104591","104591","Phibsboro","Phibsboro (Opp St Peters Church)","Baile Phib",""
"5084","104601","104601","Berkley Road","Phibsboro (Berkley Rd)","",""
"5085","104611","104611","Merrion Row","Dublin (Merrion Row)","",""
"5086","104641","104641","Dublin","Dublin (Opp Donnybrook Garage)","Baile Átha Cliath",""
"5087","104651","104651","Bank Of Ireland","Dunshaughlin (Bank Of Ireland)","",""
"5088","104661","104661","Straffan Rd","Straffan (Straffan Rd Eastbound)","",""
"5089","104671","104671","Ulster Bank","Edenderry (Ulster Bank)","",""
"5090","104681","104681","Mangans","Edenderry (Mangans)","",""
"5091","104691","104691","Lawton & Foley","Edenderry (Lawton & Foley)","",""
"5092","104701","104701","Opp Ashgrove","Derrinturn (Opp Ashgrove)","",""
"5093","104711","104711","Definagh","Derrinturn (Definagh)","",""
"5094","104721","104721","Opp Windmill Lane","Derrinturn (Opp Windmill Lane)","",""
"5095","104731","104731","Kilkeashin Lane","Kilkeashin Lane","Lána Kilkeashin",""
"5096","104741","104741","Kennedys Bridge","Kennedys Bridge Eastbound","Dr. Uí Chinnéide",""
"5097","104751","104751","Thatched Cottage","Prosperous (Opp Thatched Cottage)","",""
"5098","104761","104761","Prosperous (Church)","Prosperous (Church)","",""
"5099","104771","104771","Clane Hospital)","Clane (Opp Clane Hospital)","",""
"5100","104781","104781","Clane (Esso Garage)","Clane (Garda Station)","",""
"5101","104791","104791","Clane (Maxol)","Clane (Maxol Garage)","",""
"5102","104801","104801","Straffan Church","Straffan (Opp Church)","",""
"5103","104811","104811","Killadoon","Celbridge (Op Killadoon St Raphaels)","Cill an Dúin",""
"5104","104821","104821","Setanta House","Celbridge (Opp Celbridge Manor Hotel)","Teach Setanta",""
"5105","104831","104831","The Mill","Celbridge (Opp The Mill)","An Muileann",""
"5106","104841","104841","Tullamore","Tullamore (Opp Tesco)","Tulach Mhór",""
"5107","104851","104851","Ballinagar","Ballinagar Eastbound","Béal Átha na gCarr",""
"5108","104861","104861","Daingean (Church)","Daingean (Opp Church)","Daingean (Séipéal)",""
"5109","104871","104871","Daingean","Daingean (Park Hotel)","An Daingean",""
"5110","104881","104881","Rhode (Church)","Rhode (Church)","Ród (Séipéal)",""
"5111","104891","104891","Rhode (Eastbound)","Rhode (Eastbound)","Ród (Soir)",""
"5112","104901","104901","Edenderry Hardware","Edenderry (Edenderry Hardware)","",""
"5113","104911","104911","Edenderry (Hoopers)","Edenderry (Hoopers)","Édn Doire (Hoopers)",""
"5114","104921","104921","Ballynagore","Ballynagore Southbound","Béal Átha na nGabh.",""
"5115","104941","104941","Ballinagh","Ballinagh (Opp Cronins Pub)","Ballinagh",""
"5116","104951","104951","Granard (Harp Pub)","Granard (Harpers Lodge)","Gránard (Tábh.Harp)",""
"5117","104961","104961","Abbeylara","Abbeylara (Handball Alley)","Main. Leathrátha",""
"5118","104971","104971","Coole (Shop)","Coole (Shop)","An Chúil (Siopa)",""
"5119","104981","104981","Castlepollard","Castlepollard (Hotel Castlepollard)","Baile na gCros",""
"5120","104991","104991","Delvin","Delvin (Opp Gaffneys)","Dealbhna",""
"5121","105001","105001","Dublin","Dublin (Trinity College)","Baile Átha Cliath",""
"5122","105021","105021","Ratoath Auld Stand","Ratoath (Auld Stand)","Ráth Tó",""
"5123","105041","105041","Ballinagare","Ballinagare (N5 Westbound stop)","Ballinagare",""
"5124","105051","105051","Bath Road","Balbriggan (Bath Road)","Baile Brigín",""
"5125","105091","105091","Dundalk Bus Station","Dundalk (Bus Station- Long Walk)","Dún Dealgan",""
"5126","105111","105111","Inchicore Tesco","Dublin (Inchicore Tesco)","",""
"5127","105121","105121","Saggart Cross","Saggart Cross (Southbound)","X Theach Sagard",""
"5128","105131","105131","Opp Tesco","Dublin (Inchicore Opp Tesco)","",""
"5129","105161","105161","Collinstown","Collinstown (Maypole Bar)","Baile Choilín",""
"5130","105171","105171","Collinstown","Collinstown (Daybreak Shop)","Baile Choilín",""
"5131","105181","105181","Navan Road Parkway","Navan Road Parkway (Outbound)","",""
"5132","105191","105191","Navan Road Parkway","Navan Road Parkway (Inbound)","",""
"5133","105211","105211","Prosperous","Prosperous (Thatched Cottage)","An Chorrchoill",""
"5134","105251","105251","Annyalla Church","Annyalla Church","Spl Eanaigh Gheala",""
"5135","105281","105281","Clontibret","Clontibret (Opp Renaghans)","",""
"5136","105571","105571","Summerhill","Summerhill (Fisk Cars)","Cnoc an tSamhraidh",""
"5137","105581","105581","Opp Fire Station","Navan (Opp Fire Station)","",""
"5138","105601","105601","Euromart Shop","Dunshaughlin (Euromart Shop)","",""
"5139","105621","105621","Kilshane Cross","Kilshane Cross (Eastbound)","Crois Chill Sheáin",""
"5140","105631","105631","Carrickarnon","Carrickarnon (Carrickdale Hotel)","Carrickarnon",""
"5141","105641","105641","Kildare","Kildare (Suncroft Eastbound)","Cill Dara",""
"5142","105651","105651","Brownstown","Brownstown Eastbound","Baile an Bhrúnaigh",""
"5143","105661","105661","Tallaght","Tallaght (Hospital)","Tamhlacht",""
"5144","105671","105671","Saggart Cross","Saggart Cross (Eastbound)","X Theach Sagard",""
"5145","105681","105681","Opp Red Cow","Dublin (Opp Red Cow)","",""
"5146","105691","105691","Dublin","Dublin (Dolphins Barn Church)","Baile Átha Cliath",""
"5147","105701","105701","Dublin","Dublin (Harrington St Eastbound)","Baile Átha Cliath",""
"5148","105711","105711","Dublin","Dublin (Harcourt St Eastbound)","Baile Átha Cliath",""
